
0:	learn: 54.2681490	test: 49.7051477	best: 49.7051477 (0)	total: 53.5ms	remaining: 17m 50s
18035:	learn: 6.3626164	test: 36.8119875	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.42s
18036:	learn: 6.3620393	test: 36.8120980	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.42s
18037:	learn: 6.3616440	test: 36.8123209	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.42s
18038:	learn: 6.3613140	test: 36.8133919	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.41s
18039:	learn: 6.3610842	test: 36.8137459	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.41s
18040:	learn: 6.3606224	test: 36.8136482	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.41s
18041:	learn: 6.3602939	test: 36.8139635	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.41s
18042:	learn: 6.3600028	test: 36.8149310	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.41s
18043:	learn: 6.3596159	test: 36.8149790	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.4s
18044:	learn: 6.3592969	test: 36.8146028	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.4s
18045:	learn: 6.3591258	test: 36.8144400	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.4s
18046:	learn: 6.3585864	test: 36.8141605	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.4s
18047:	learn: 6.3585423	test: 36.8141575	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.4s
18048:	learn: 6.3582653	test: 36.8139126	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.4s
18049:	learn: 6.3579677	test: 36.8142697	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.39s
18050:	learn: 6.3576854	test: 36.8133558	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.39s
18051:	learn: 6.3570856	test: 36.8136180	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.39s
18052:	learn: 6.3569089	test: 36.8130977	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.39s
18053:	learn: 6.3566108	test: 36.8128254	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.39s
18054:	learn: 6.3564877	test: 36.8128622	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.39s
18055:	learn: 6.3561896	test: 36.8130328	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.38s
18056:	learn: 6.3560163	test: 36.8129388	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.38s
18057:	learn: 6.3556949	test: 36.8126165	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.38s
18058:	learn: 6.3553913	test: 36.8126416	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.38s
18059:	learn: 6.3546829	test: 36.8163239	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.38s
18060:	learn: 6.3542783	test: 36.8172429	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.38s
18061:	learn: 6.3539080	test: 36.8172797	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.37s
18062:	learn: 6.3534741	test: 36.8174342	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.37s
18063:	learn: 6.3530217	test: 36.8179648	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.37s
18064:	learn: 6.3524994	test: 36.8179034	best: 36.6705812 (13188)	total: 31.4s	remaining: 3.37s
18065:	learn: 6.3521464	test: 36.8186173	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.37s
18066:	learn: 6.3517974	test: 36.8186245	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.37s
18067:	learn: 6.3514335	test: 36.8183339	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.36s
18068:	learn: 6.3512817	test: 36.8175065	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.36s
18069:	learn: 6.3508978	test: 36.8166278	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.36s
18070:	learn: 6.3501980	test: 36.8171902	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.36s
18071:	learn: 6.3498914	test: 36.8174070	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.36s
18072:	learn: 6.3496451	test: 36.8173098	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.35s
18073:	learn: 6.3492752	test: 36.8166586	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.35s
18074:	learn: 6.3483483	test: 36.8167561	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.35s
18075:	learn: 6.3479839	test: 36.8166251	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.35s
18076:	learn: 6.3475648	test: 36.8148799	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.35s
18077:	learn: 6.3473380	test: 36.8146409	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.35s
18078:	learn: 6.3470664	test: 36.8146489	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.34s
18079:	learn: 6.3463696	test: 36.8150827	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.34s
18080:	learn: 6.3456015	test: 36.8123788	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.34s
18081:	learn: 6.3451782	test: 36.8117955	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.34s
18082:	learn: 6.3445640	test: 36.8119741	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.34s
18083:	learn: 6.3438322	test: 36.8121431	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.33s
18084:	learn: 6.3436079	test: 36.8116340	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.33s
18085:	learn: 6.3435333	test: 36.8115781	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.33s
18086:	learn: 6.3432412	test: 36.8091998	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.33s
18087:	learn: 6.3426725	test: 36.8107344	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.33s
18088:	learn: 6.3423898	test: 36.8100692	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.33s
18089:	learn: 6.3419201	test: 36.8098809	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.33s
18090:	learn: 6.3415423	test: 36.8087939	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.32s
18091:	learn: 6.3411961	test: 36.8084388	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.32s
18092:	learn: 6.3408524	test: 36.8084382	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.32s
18093:	learn: 6.3407190	test: 36.8076503	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.32s
18094:	learn: 6.3401571	test: 36.8098055	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.32s
18095:	learn: 6.3400123	test: 36.8098731	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.31s
18096:	learn: 6.3395309	test: 36.8108282	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.31s
18097:	learn: 6.3391264	test: 36.8097759	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.31s
18098:	learn: 6.3384388	test: 36.8099888	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.31s
18099:	learn: 6.3379923	test: 36.8077752	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.31s
18100:	learn: 6.3372499	test: 36.8079003	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.31s
18101:	learn: 6.3368144	test: 36.8080027	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.3s
18102:	learn: 6.3365035	test: 36.8073257	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.3s
18103:	learn: 6.3363169	test: 36.8071581	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.3s
18104:	learn: 6.3356972	test: 36.8069459	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.3s
18105:	learn: 6.3356365	test: 36.8071577	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.3s
18106:	learn: 6.3350761	test: 36.8073314	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.3s
18107:	learn: 6.3348261	test: 36.8072099	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.29s
18108:	learn: 6.3346254	test: 36.8037168	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.29s
18109:	learn: 6.3341542	test: 36.8037759	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.29s
18110:	learn: 6.3337130	test: 36.8036582	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.29s
18111:	learn: 6.3332546	test: 36.8086089	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.29s
18112:	learn: 6.3331023	test: 36.8083380	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.29s
18113:	learn: 6.3328812	test: 36.8082151	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.28s
18114:	learn: 6.3326291	test: 36.8079817	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.28s
18115:	learn: 6.3323917	test: 36.8092919	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.28s
18116:	learn: 6.3322653	test: 36.8092088	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.28s
18117:	learn: 6.3318514	test: 36.8123211	best: 36.6705812 (13188)	total: 31.5s	remaining: 3.28s
18118:	learn: 6.3316190	test: 36.8123653	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.27s
18119:	learn: 6.3311469	test: 36.8122364	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.27s
18120:	learn: 6.3307591	test: 36.8115951	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.27s
18121:	learn: 6.3306199	test: 36.8115724	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.27s
18122:	learn: 6.3301639	test: 36.8113533	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.27s
18123:	learn: 6.3298910	test: 36.8119517	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.27s
18124:	learn: 6.3298216	test: 36.8119943	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.27s
18125:	learn: 6.3294522	test: 36.8125383	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.26s
18126:	learn: 6.3292166	test: 36.8125014	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.26s
18127:	learn: 6.3287302	test: 36.8122054	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.26s
18128:	learn: 6.3281775	test: 36.8120173	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.26s
18129:	learn: 6.3279604	test: 36.8126545	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.26s
18130:	learn: 6.3276919	test: 36.8123089	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.25s
18131:	learn: 6.3270626	test: 36.8107131	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.25s
18132:	learn: 6.3267503	test: 36.8106933	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.25s
18133:	learn: 6.3264600	test: 36.8110709	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.25s
18134:	learn: 6.3258634	test: 36.8102882	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.25s
18135:	learn: 6.3257715	test: 36.8102941	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.25s
18136:	learn: 6.3252198	test: 36.8102183	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.24s
18137:	learn: 6.3249397	test: 36.8103328	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.24s
18138:	learn: 6.3246572	test: 36.8100450	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.24s
18139:	learn: 6.3242345	test: 36.8102327	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.24s
18140:	learn: 6.3239061	test: 36.8104268	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.24s
18141:	learn: 6.3237538	test: 36.8102051	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.23s
18142:	learn: 6.3234862	test: 36.8103201	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.23s
18143:	learn: 6.3234576	test: 36.8105585	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.23s
18144:	learn: 6.3228635	test: 36.8108928	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.23s
18145:	learn: 6.3226557	test: 36.8109542	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.23s
18146:	learn: 6.3223927	test: 36.8112954	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.23s
18147:	learn: 6.3214529	test: 36.8113169	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.23s
18148:	learn: 6.3213016	test: 36.8113007	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.22s
18149:	learn: 6.3210850	test: 36.8112884	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.22s
18150:	learn: 6.3206447	test: 36.8134925	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.22s
18151:	learn: 6.3203923	test: 36.8130380	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.22s
18152:	learn: 6.3200005	test: 36.8130226	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.22s
18153:	learn: 6.3196087	test: 36.8132859	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.21s
18154:	learn: 6.3194288	test: 36.8130420	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.21s
18155:	learn: 6.3192330	test: 36.8132099	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.21s
18156:	learn: 6.3188734	test: 36.8137075	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.21s
18157:	learn: 6.3183212	test: 36.8108895	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.21s
18158:	learn: 6.3181144	test: 36.8109748	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.21s
18159:	learn: 6.3180694	test: 36.8114600	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.2s
18160:	learn: 6.3174384	test: 36.8114976	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.2s
18161:	learn: 6.3171892	test: 36.8128814	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.2s
18162:	learn: 6.3169304	test: 36.8128241	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.2s
18163:	learn: 6.3163634	test: 36.8160515	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.2s
18164:	learn: 6.3158500	test: 36.8159430	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.19s
18165:	learn: 6.3158007	test: 36.8159420	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.19s
18166:	learn: 6.3152895	test: 36.8155486	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.19s
18167:	learn: 6.3148209	test: 36.8152048	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.19s
18168:	learn: 6.3144243	test: 36.8152119	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.19s
18169:	learn: 6.3143459	test: 36.8150519	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.19s
18170:	learn: 6.3139132	test: 36.8151401	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.18s
18171:	learn: 6.3134087	test: 36.8157642	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.18s
18172:	learn: 6.3131208	test: 36.8151885	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.18s
18173:	learn: 6.3127143	test: 36.8152395	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.18s
18174:	learn: 6.3125436	test: 36.8157447	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.18s
18175:	learn: 6.3124450	test: 36.8154889	best: 36.6705812 (13188)	total: 31.6s	remaining: 3.18s
18176:	learn: 6.3121545	test: 36.8153916	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.17s
18177:	learn: 6.3117702	test: 36.8154530	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.17s
18178:	learn: 6.3113727	test: 36.8154852	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.17s
18179:	learn: 6.3113030	test: 36.8156651	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.17s
18180:	learn: 6.3108323	test: 36.8156403	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.17s
18181:	learn: 6.3104133	test: 36.8156010	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.17s
18182:	learn: 6.3102249	test: 36.8149641	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.16s
18183:	learn: 6.3101548	test: 36.8185395	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.16s
18184:	learn: 6.3098320	test: 36.8194052	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.16s
18185:	learn: 6.3090918	test: 36.8187852	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.16s
18186:	learn: 6.3089258	test: 36.8185045	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.16s
18187:	learn: 6.3088359	test: 36.8185073	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.15s
18188:	learn: 6.3086132	test: 36.8184704	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.15s
18189:	learn: 6.3084079	test: 36.8184887	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.15s
18190:	learn: 6.3082618	test: 36.8184537	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.15s
18191:	learn: 6.3077992	test: 36.8183043	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.15s
18192:	learn: 6.3075339	test: 36.8177310	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.15s
18193:	learn: 6.3074986	test: 36.8177223	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.14s
18194:	learn: 6.3070264	test: 36.8178087	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.14s
18195:	learn: 6.3066303	test: 36.8166643	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.14s
18196:	learn: 6.3062334	test: 36.8148529	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.14s
18197:	learn: 6.3058797	test: 36.8148810	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.14s
18198:	learn: 6.3058419	test: 36.8148886	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.14s
18199:	learn: 6.3055927	test: 36.8153431	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.13s
18200:	learn: 6.3055122	test: 36.8153811	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.13s
18201:	learn: 6.3052553	test: 36.8150844	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.13s
18202:	learn: 6.3051323	test: 36.8154216	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.13s
18203:	learn: 6.3047796	test: 36.8177627	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.13s
18204:	learn: 6.3045136	test: 36.8179744	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.13s
18205:	learn: 6.3040745	test: 36.8180455	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.12s
18206:	learn: 6.3038911	test: 36.8178243	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.12s
18207:	learn: 6.3037702	test: 36.8149236	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.12s
18208:	learn: 6.3035247	test: 36.8149076	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.12s
18209:	learn: 6.3034625	test: 36.8153810	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.12s
18210:	learn: 6.3031273	test: 36.8153077	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.12s
18211:	learn: 6.3022998	test: 36.8152057	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.11s
18212:	learn: 6.3015924	test: 36.8156362	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.11s
18213:	learn: 6.3014898	test: 36.8156924	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.11s
18214:	learn: 6.3012362	test: 36.8156876	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.11s
18215:	learn: 6.3006953	test: 36.8173371	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.11s
18216:	learn: 6.3003011	test: 36.8170805	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.1s
18217:	learn: 6.2999456	test: 36.8211875	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.1s
18218:	learn: 6.2995738	test: 36.8219017	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.1s
18219:	learn: 6.2992367	test: 36.8219005	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.1s
18220:	learn: 6.2990349	test: 36.8226037	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.1s
18221:	learn: 6.2989263	test: 36.8226024	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.1s
18222:	learn: 6.2984882	test: 36.8227155	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.09s
18223:	learn: 6.2983012	test: 36.8223929	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.09s
18224:	learn: 6.2980466	test: 36.8221447	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.09s
18225:	learn: 6.2978691	test: 36.8213133	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.09s
18226:	learn: 6.2974178	test: 36.8216385	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.09s
18227:	learn: 6.2971398	test: 36.8215787	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.08s
18228:	learn: 6.2969132	test: 36.8217635	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.08s
18229:	learn: 6.2966349	test: 36.8217995	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.08s
18230:	learn: 6.2961128	test: 36.8220458	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.08s
18231:	learn: 6.2960568	test: 36.8220232	best: 36.6705812 (13188)	total: 31.7s	remaining: 3.08s
18232:	learn: 6.2955277	test: 36.8225460	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.08s
18233:	learn: 6.2954450	test: 36.8185717	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.08s
18234:	learn: 6.2950486	test: 36.8188314	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.07s
18235:	learn: 6.2946723	test: 36.8173471	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.07s
18236:	learn: 6.2943928	test: 36.8178463	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.07s
18237:	learn: 6.2936259	test: 36.8179936	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.07s
18238:	learn: 6.2933066	test: 36.8181928	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.07s
18239:	learn: 6.2931008	test: 36.8185148	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.06s
18240:	learn: 6.2926357	test: 36.8187423	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.06s
18241:	learn: 6.2923799	test: 36.8187126	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.06s
18242:	learn: 6.2922786	test: 36.8187978	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.06s
18243:	learn: 6.2921594	test: 36.8182102	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.06s
18244:	learn: 6.2916741	test: 36.8200834	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.06s
18245:	learn: 6.2908881	test: 36.8189555	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.05s
18246:	learn: 6.2907180	test: 36.8189665	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.05s
18247:	learn: 6.2906905	test: 36.8192201	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.05s
18248:	learn: 6.2905190	test: 36.8188273	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.05s
18249:	learn: 6.2902886	test: 36.8187763	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.05s
18250:	learn: 6.2898159	test: 36.8182142	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.04s
18251:	learn: 6.2897334	test: 36.8180855	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.04s
18252:	learn: 6.2890421	test: 36.8181299	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.04s
18253:	learn: 6.2887423	test: 36.8180841	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.04s
18254:	learn: 6.2882416	test: 36.8206843	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.04s
18255:	learn: 6.2877498	test: 36.8213389	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.04s
18256:	learn: 6.2874669	test: 36.8215297	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.04s
18257:	learn: 6.2873537	test: 36.8215691	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.03s
18258:	learn: 6.2865106	test: 36.8217131	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.03s
18259:	learn: 6.2864101	test: 36.8215830	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.03s
18260:	learn: 6.2861896	test: 36.8212022	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.03s
18261:	learn: 6.2859360	test: 36.8213003	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.03s
18262:	learn: 6.2858885	test: 36.8213611	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.02s
18263:	learn: 6.2855841	test: 36.8220719	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.02s
18264:	learn: 6.2855011	test: 36.8220840	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.02s
18265:	learn: 6.2851381	test: 36.8220316	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.02s
18266:	learn: 6.2845585	test: 36.8209419	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.02s
18267:	learn: 6.2845249	test: 36.8212411	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.02s
18268:	learn: 6.2842587	test: 36.8211901	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.01s
18269:	learn: 6.2841104	test: 36.8211839	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.01s
18270:	learn: 6.2837138	test: 36.8209951	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.01s
18271:	learn: 6.2834484	test: 36.8218579	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.01s
18272:	learn: 6.2827249	test: 36.8216797	best: 36.6705812 (13188)	total: 31.8s	remaining: 3.01s
18273:	learn: 6.2823385	test: 36.8235838	best: 36.6705812 (13188)	total: 31.8s	remaining: 3s
18274:	learn: 6.2820873	test: 36.8235198	best: 36.6705812 (13188)	total: 31.8s	remaining: 3s
18275:	learn: 6.2816303	test: 36.8235126	best: 36.6705812 (13188)	total: 31.8s	remaining: 3s
18276:	learn: 6.2809764	test: 36.8231929	best: 36.6705812 (13188)	total: 31.8s	remaining: 3s
18277:	learn: 6.2806658	test: 36.8233621	best: 36.6705812 (13188)	total: 31.8s	remaining: 3s
18278:	learn: 6.2802309	test: 36.8232996	best: 36.6705812 (13188)	total: 31.8s	remaining: 3s
18279:	learn: 6.2798125	test: 36.8143560	best: 36.6705812 (13188)	total: 31.8s	remaining: 3s
18280:	learn: 6.2790290	test: 36.8145018	best: 36.6705812 (13188)	total: 31.8s	remaining: 2.99s
18281:	learn: 6.2789158	test: 36.8141916	best: 36.6705812 (13188)	total: 31.8s	remaining: 2.99s
18282:	learn: 6.2785178	test: 36.8140992	best: 36.6705812 (13188)	total: 31.8s	remaining: 2.99s
18283:	learn: 6.2784116	test: 36.8142229	best: 36.6705812 (13188)	total: 31.8s	remaining: 2.99s
18284:	learn: 6.2776499	test: 36.8142296	best: 36.6705812 (13188)	total: 31.8s	remaining: 2.99s
18285:	learn: 6.2773189	test: 36.8116536	best: 36.6705812 (13188)	total: 31.8s	remaining: 2.98s
18286:	learn: 6.2770288	test: 36.8116811	best: 36.6705812 (13188)	total: 31.8s	remaining: 2.98s
18287:	learn: 6.2767621	test: 36.8090557	best: 36.6705812 (13188)	total: 31.8s	remaining: 2.98s
